-8.135877038319588861e-01,-8.193415109054311696e-01,-7.531702115988426760e-01,-7.640547516038086462e-01,-7.323397343846317353e-01,-8.344787476529966774e-01,-7.153617123441180503e-01,-6.986211916949364165e-01,-5.529469014780720171e-01,-6.977796206377248067e-01,-3.473265087953024688e-01,-9.418167790225623337e-01,1.577864117221060125e+00,-2.772503036169285395e-01,-3.377901257667223222e-15,6.974858324629156225e-01,3.614985431538869087e-01,-3.523768493750391306e-02,-5.519584005031721308e-01,-7.546674461545209711e-01,-7.091074723880623765e-01,-7.054935794807553062e-01,-6.145464954678467873e-01,-6.513398675978018249e-01,-6.824988138735698096e-01,-1.315139271415809163e-01,-1.292436021302179050e-01,-6.792895521487307686e-01,-7.740329230731830545e-01,-4.724883932277606502e-01,-4.393781936439599134e-01,-3.486883374325027707e-01,-1.841562138729445075e-01,-1.102222573541461470e-01,-1.586723236317313379e-01,-3.857292431716780601e-01,-3.485640156549437707e-01,-5.973429322877621406e-02,3.794831388957246171e-02,1.468965935574662041e-02,1.210060492092078499e-01,-1.557347832579452501e-02,6.122382424602026973e-02,1.029226981871924906e-01,-4.022357903638203863e-02,-1.308530132696388293e-01,-4.955586010612267334e-02,-5.365743818912022817e-02,-1.114848837691996969e-01,-6.124968864689028097e-02,-4.088820726779752168e-01,-5.376890115100773082e-01,-4.095191739566182987e-01,-3.904757958074353552e-01,-3.868991604251281746e-01,-4.499051028747559910e-01,-8.472054835037254872e-01
-9.676665527029686409e-01,-9.634454098848546089e-01,-9.559293021436452431e-01,-9.615830550507852292e-01,-9.994198307317327945e-01,-1.018986611455669378e+00,-7.836611348519386677e-01,-6.986211916949364165e-01,-8.217279648806702363e-01,-7.855506421015896468e-01,-1.086795850101429428e+00,-9.418167790225623337e-01,-2.491364395612172267e-01,1.369792739881992460e+00,-3.377901257667223222e-15,6.974858324629156225e-01,3.614985431538869087e-01,6.832673054955162861e-01,1.080176654748153053e+00,-1.527174718090900551e+00,-1.335010852348562649e+00,-1.534411487238728444e+00,-1.457296191444578115e+00,-1.512526615339851999e+00,-1.651070510144691861e+00,-7.887665941938829528e-01,-8.540420768746840308e-01,-9.910099308138055063e-01,-8.069816626409721527e-01,-9.374479174019962890e-01,-9.680253779879576248e-01,-1.313868358202458841e+00,-1.627882489876021577e+00,-1.388600875208929164e+00,-1.303469274579090342e+00,-1.184297898666559545e+00,-1.314684593977643479e+00,4.509085791725700454e-01,-3.969932101933107971e-01,-4.500527842707335302e-01,-3.638586295438000495e-01,-4.838160599880405033e-01,-5.172137652450210510e-01,-5.260493462900883710e-01,5.596817648614976770e-01,5.137206775208901233e-01,5.922374594991137720e-01,5.555387570183674129e-01,4.253167088656395478e-01,3.699725959789026408e-01,-4.931191727406847858e-01,-3.199149804240092321e-01,-5.249788172800086139e-01,-5.137975972390491641e-01,-5.075205567549353480e-01,-4.712383806916654039e-01,1.963002250141639704e-01
-5.604487839354881373e-01,-5.422490097746760496e-01,-5.847407025219434340e-01,-5.165767622277116500e-01,-4.652596380375306206e-01,-4.654630200476515545e-01,-5.104634448206558650e-01,-3.941909879984766829e-01,-6.867843857238102867e-01,-6.100085991738599667e-01,-3.473265087953024688e-01,-5.421989586409445838e-01,-2.491364395612172267e-01,2.178239186021055929e-01,-3.377901257667223222e-15,6.974858324629156225e-01,3.614985431538869087e-01,-3.523768493750391306e-02,-1.335383227023756621e-02,-3.122112230431618451e-01,-5.869776791547299810e-01,-6.601204978776145094e-01,-5.457438629866550039e-01,-5.327150672314211466e-01,-5.342898862244751523e-01,-4.645621385012148608e-01,-4.423478759734925103e-01,-5.091067854589789166e-01,-4.903713126077965390e-01,-4.405425598693692435e-01,-4.632777223710600190e-01,1.284879586823940434e-01,1.839022070028320244e-01,1.943894332515606060e-01,1.961951892022364974e-01,1.410114354759364197e-01,1.937320858690370073e-01,-5.973429322877621406e-02,-3.468605593739042259e-02,5.035509355730851538e-02,7.272503246897200901e-02,-1.557347832579452501e-02,1.096926851074520037e-01,1.029226981871924906e-01,1.661570160141446345e-02,7.922040608548196194e-02,1.155938107915438912e-01,1.174342069798909368e-03,3.330161966453601408e-02,1.263866719215928358e-01,-9.985086697241732367e-02,-1.952779654143910748e-01,-1.494272482185377837e-01,-1.870924594634599536e-01,-2.443498545942597855e-01,-2.760696515621194891e-01,1.963002250141639704e-01
6.714407922560213793e-01,7.266439362504828470e-01,8.335001318708018525e-01,7.679248202450124072e-01,8.046973763811358094e-01,8.260920265710569588e-01,6.531563460533260645e-01,6.246354270390088725e-01,8.285656425130604186e-01,7.943277442479754757e-01,1.119287684795182480e+00,6.480605708827991140e-01,-2.491364395612172267e-01,-1.099169643417460485e+00,-3.377901257667223222e-15,-5.812381937190967962e-01,3.614985431538869087e-01,-1.459642315094194398e+00,-1.335383227023756621e-02,1.636953870022149315e+00,1.774460437159817827e+00,1.829177038015886936e+00,1.673957771591504162e+00,1.713969122299146886e+00,1.686994436790451690e+00,8.371769528233562463e-01,8.030035294527888556e-01,6.405848544125112287e-01,6.221412749961094946e-01,6.488372028898963251e-01,6.425950362296272145e-01,-3.288019178365559347e-01,-3.823433617166124149e-02,-4.177399999196858976e-02,-4.878498906918379840e-02,-1.794787794254009139e-01,-1.116439323414426671e-01,-5.973429322877621406e-02,1.124437429217886475e+00,1.122501717616516403e+00,9.941733732347519670e-01,1.094907134999446141e+00,1.025499056120829922e+00,1.046380764903114491e+00,9.070199561922538400e-01,1.024645849029382161e+00,9.227778957045162933e-01,8.573196829546740894e-01,9.745052917366843204e-01,9.922520604456538384e-01,-6.055162255621062695e-01,-6.000832401661748694e-01,-5.057765738275039613e-01,-5.076390176304079738e-01,-2.908437713586920492e-01,-2.243192126233248818e-01,8.312043006786674626e-01
-1.933222903613958099e-01,-3.040318361289726656e-01,-3.483672301231524049e-01,-2.690987728516145983e-01,-3.980474283607767227e-01,-3.732090881463150378e-01,-8.519605573597595072e-01,-1.007110464774015446e+00,-6.425405892789383122e-01,-9.610926850293187718e-01,-1.086795850101429428e+00,-9.418167790225623337e-01,-2.076136996343497465e+00,-1.924293347115849651e+00,-2.966479394838268391e+00,-1.859962219901108549e+00,-2.299927739120806613e+00,-2.178147305527215583e+00,2.157385791214021964e+00,4.052637543213384874e-01,1.272275742193633707e-01,2.711002317424897612e-01,3.890459521384331265e-01,4.169491534784818820e-01,4.650195825810959360e-01,-2.317189451504388098e-01,-2.175647264654277102e-01,7.926198839364488255e-03,3.458576159499363589e-01,-8.065773815851613737e-03,-3.074820790778888535e-02,1.762718892411787586e+00,1.573410757682325078e+00,1.662730823814407399e+00,1.599362179704780340e+00,1.708547015133592417e+00,1.786380839923978225e+00,1.945289926347079312e+00,-1.432052632383889468e-01,-5.700514204943463864e-02,7.272503246897200901e-02,-7.401982639554434418e-02,1.275496338458672468e-02,1.658199026349199134e-01,5.028424842237025905e-01,3.609659332205843452e-01,1.158349052016132558e-01,5.225572350581172421e-01,5.353403232422928593e-01,5.883152329910494860e-01,7.998110720258500006e-01,2.873686528549498354e-01,9.007877590684066904e-01,6.757095227815892446e-01,6.311304958281613864e-01,5.251020894299642805e-01,2.924501896681424906e+00
2.628153977741899183e+00,2.782522466835155583e+00,3.027374947553981066e+00,2.892489302434763765e+00,3.145627889728078941e+00,2.947932460301792457e+00,3.869553224523474277e+00,3.886097675973747556e+00,3.906827780165039066e+00,3.859730668873451620e+00,3.695105890344857702e+00,3.832112236504077174e+00,-2.491364395612172267e-01,-2.089318087855527750e+00,-3.377901257667223222e-15,-1.859962219901108549e+00,-9.692145979834595471e-01,-1.459642315094194398e+00,-8.294213598959001565e-01,2.285096148468031441e+00,2.768243588098075136e+00,2.310476493505519535e+00,2.467777013783362783e+00,2.271314088019666499e+00,2.087371296445801772e+00,2.923867458325689395e+00,2.984527449765863594e+00,2.868100683319100508e+00,2.448344641499517582e+00,2.795650895050036056e+00,2.926558694584629805e+00,9.133128623558000037e-01,9.156787371874511861e-01,8.558263390056602971e-01,9.252369472887906898e-01,1.217769789337186825e+00,1.144053358743432058e+00,-1.561625094409191394e+00,2.646300416068532169e+00,2.480699681292338532e+00,2.351178120337979127e+00,2.615855779021434291e+00,2.471911903933047050e+00,2.493016467200859676e+00,1.494086858878309609e+00,1.712184782149553053e+00,1.826881933465461572e+00,1.477234872799244814e+00,1.595444229757808641e+00,1.612489354786379447e+00,2.514655091746243798e+00,2.559911845120292906e+00,2.471186617831517829e+00,2.524635288703303004e+00,2.604023727223613971e+00,2.533621738419224112e+00,-8.472054835037254872e-01
4.379487551713817650e-01,4.274336871166206087e-01,-1.079301235543905953e-02,2.741040616275709496e-01,-6.375512233692166852e-02,1.803145032617029520e-01,-3.110268314539602758e-02,-8.773124961070691286e-02,-7.321342770798042743e-01,-2.589245133184012171e-01,-7.170611794483662260e-01,-1.425811382593268617e-01,-2.491364395612172267e-01,5.478734000814594607e-01,-3.377901257667223222e-15,6.974858324629156225e-01,3.614985431538869087e-01,-3.523768493750391306e-02,-1.106884319288628182e+00,2.426501743545360912e-01,9.340270223454839871e-02,2.618762436433165197e-01,2.067959074250302065e-01,2.204618187957574915e-01,1.906812284581909100e-01,-9.872153866550651413e-01,-9.565730887696028972e-01,-9.024082431961598649e-01,-1.070479927612857374e+00,-9.532866078906102603e-01,-9.202263205337589680e-01,8.713736872455440929e-01,1.173442004473840283e+00,1.143328698390826625e+00,1.054412919862812714e+00,7.967988954035010174e-01,8.255189747050395432e-01,-1.050982222007845079e+00,-7.057089341142605554e-02,1.468965935574558478e-02,-1.209126623296344766e-01,-7.401982639554434418e-02,1.275496338458672468e-02,-8.576891515599242843e-02,-1.258825076242168439e+00,-1.171714525459030654e+00,-1.109165792361948899e+00,-1.249924724289094513e+00,-1.172883878308410788e+00,-1.170030107793360141e+00,2.375830497052921764e-01,-2.399672121526118251e-02,2.746222946909243623e-01,1.333038894447373945e-01,8.242149904536369420e-02,-2.069858715906861685e-02,-1.268379474291068343e+00
2.954401069018403270e+00,2.810226074665576945e+00,2.622214366271334196e+00,2.793725150711274807e+00,2.544255487357122369e+00,2.671170664597783517e+00,1.269115952744227060e+00,1.237554903814547247e+00,8.296717374241819876e-01,1.055446533102973206e+00,3.798183434890554655e-01,1.047678391264416753e+00,-2.491364395612172267e-01,2.178239186021055929e-01,-3.377901257667223222e-15,-1.859962219901108549e+00,3.614985431538869087e-01,-3.523768493750391306e-02,-5.519584005031721308e-01,1.610665102750001410e+00,1.596055419892638882e+00,1.469686337093418338e+00,1.638485036842444620e+00,1.503719819619521836e+00,1.280169983521706412e+00,-2.346789701478010637e-01,-1.907622092671694691e-01,1.548766464108652374e-01,-1.482360002112587671e-01,-1.202788691419655887e-01,-7.880704284815218119e-02,1.074197467290986113e-01,9.002789884166909062e-02,9.940804689752968937e-02,1.950330347800128747e-02,-7.071194690632338041e-03,4.104407676379769748e-02,-3.075462754235434026e-01,5.087746754464901322e-01,4.790681699801693227e-01,2.180817105273426260e-01,4.519973062322020785e-01,3.507614930761548955e-01,2.916143115303774236e-01,-8.483450967696322120e-01,-8.088863618036052916e-01,-8.077977797749671396e-01,-8.108582131932418058e-01,-8.172985617929726665e-01,-8.438800565109320084e-01,-4.931191727406847858e-01,-7.401673700372559672e-01,-4.864512390708166656e-01,-6.432028736499320054e-01,-6.312095086223123985e-01,-7.511100929037825003e-01,-4.323176716833611044e-01
-4.946094644840178661e-02,-7.128767665750755655e-02,-1.079301235543905953e-02,-2.218839354289382088e-02,2.572716159874979640e-03,-4.193360540969633815e-03,1.067609659907605146e-01,1.172517542115759231e-01,5.177529724878334738e-01,2.677016154647871571e-01,3.798183434890554655e-01,2.527397163117363066e-01,1.577864117221060125e+00,-2.772503036169285395e-01,-3.377901257667223222e-15,-5.812381937190967962e-01,3.614985431538869087e-01,-3.523768493750391306e-02,-1.335383227023756621e-02,8.668728143921023976e-01,6.540549843104829231e-01,8.733616273555058207e-01,8.257034434745685880e-01,9.964464315498150482e-01,1.188046287989134031e+00,1.281235181415348645e+00,1.276216337490931219e+00,1.497447447773905482e+00,1.597451461673784934e+00,1.497952084508318071e+00,1.460114785188134645e+00,5.275945415446937625e-01,2.845914071451282612e-01,3.603882097708538956e-01,4.278216950041768274e-01,4.763086805021636838e-01,3.964126186655380635e-01,1.955871429718969157e-01,7.625626224014131482e-01,7.294540753952185597e-01,9.941733732347519670e-01,8.611217427204488351e-01,9.291990825671953003e-01,9.205863560076569252e-01,1.519413601996178143e+00,1.588041847453722788e+00,1.525513920878479812e+00,1.532204076066330023e+00,1.624658069411929029e+00,1.648651248173216288e+00,5.186970608655724346e-01,3.962556683979821526e-01,6.310947116040744875e-01,5.709385648052792694e-01,4.548074035286487904e-01,4.245585388161802753e-01,4.100303098913246069e-01
-4.299480709317812788e-01,-4.148462674506594450e-01,-3.483672301231524049e-01,-4.172450004368469800e-01,-3.980474283607767227e-01,-3.732090881463150378e-01,-5.787628673284767045e-01,-5.971444571294498571e-01,-6.867843857238102867e-01,-7.855506421015896468e-01,-1.086795850101429428e+00,-9.418167790225623337e-01,3.404864674003340141e+00,1.864866962101026537e+00,-3.377901257667223222e-15,6.974858324629156225e-01,3.614985431538869087e-01,1.401772295928537471e+00,1.080176654748153053e+00,-2.760177844969341140e-02,-1.744958919014468479e-01,-4.195718487799254132e-02,-9.685112356862420058e-02,-1.109038992195747336e-01,-1.118322265232502971e-01,-7.062309278563948522e-01,-6.931641675522732804e-01,-7.641129733353809739e-01,-9.167344182249140827e-01,-7.610747029779356687e-01,-7.518905094994051685e-01,4.293639453435592335e-02,1.752276120794793723e-01,-1.524087100011522512e-02,-5.473804901831569314e-02,-1.731293868239707490e-01,-1.116439323414426671e-01,1.442156507951638966e+00,-1.266011563480185620e+00,-1.307842870118511636e+00,-1.188231308991445134e+00,-1.185844033929284835e+00,-1.095651354736062455e+00,-1.155021390767369205e+00,-9.999554161710612066e-01,-9.473827292246042031e-01,-1.118809568764734585e+00,-9.864848176315819117e-01,-9.594948891793178003e-01,-8.923244604752362807e-01,-8.305530894183943413e-01,-8.180087135548061994e-01,-7.947949560485246812e-01,-8.281104711679773134e-01,-9.158684373236638532e-01,-9.008668406492641445e-01,6.174742158015068538e-01
-1.736660250840384445e-01,-2.208645898111692707e-01,-2.468088849472726554e-01,-1.703346211281261957e-01,-1.972951705104720732e-01,-1.887012243436424486e-01,-3.738645998050147412e-01,-3.941909879984766829e-01,1.151344248394969988e-01,-1.711534918545364325e-01,3.798183434890554655e-01,-1.425811382593268617e-01,-2.491364395612172267e-01,-4.422750443566065837e-01,-3.377901257667223222e-15,6.974858324629156225e-01,3.614985431538869087e-01,-3.523768493750391306e-02,-1.106884319288628182e+00,2.067707167420603787e-01,-6.572378937365995835e-03,1.554393051133350079e-01,1.529790826720505148e-01,2.891468179467249766e-01,3.728958870485240551e-01,6.102356498047442068e-01,5.900593359889462208e-01,9.301715588080643471e-01,9.021368226444951288e-01,9.213163697702934085e-01,8.348303759910818966e-01,5.079045205347507697e-01,4.432147243901951028e-01,3.920596043688769350e-01,4.500959101937868079e-01,4.742004355801363036e-01,4.253934560787770436e-01,-1.306303658208518126e+00,3.276210983185299241e-01,2.650755647707958573e-01,5.093086944817440953e-01,3.935509581624522801e-01,3.992303539375866017e-01,4.174087204258322692e-01,1.140562873145493983e+00,1.124834710567977236e+00,1.146272413839021453e+00,1.153603688564270868e+00,1.178280266182699432e+00,1.117797602236571874e+00,7.155739719631404316e-01,7.232195996322123843e-01,8.140083896195914326e-01,8.482999610823489522e-01,8.236809569214170734e-01,6.919670962176008855e-01,-8.472054835037254872e-01
