-6.963502529548577513e-01,-6.831948050807737927e-01,-5.725423531082168838e-01,-6.814407692400891170e-01,-6.152947209533270456e-01,-5.700648466836285566e-01,-7.500647008379696112e-01,-6.268925350998666435e-01,-1.849230822931400287e-01,-3.692770997281455969e-01,3.703101427567680459e-01,-1.730228535820733382e-01,-2.433321316961394032e-01,-6.563853111436968035e-01,2.691706339641810164e+00,7.336324423780291593e-01,1.666741802843938025e+00,-3.446220550118715698e-02,4.770844265802331452e-01
-5.846310092123216950e-01,-5.699120697604541652e-01,-5.725423531082168838e-01,-5.798781869920197618e-01,-5.474833617887162607e-01,-5.700648466836285566e-01,-3.334676858089355433e-01,-2.134580316648291565e-01,-4.098966110934517681e-01,-3.692770997281455969e-01,-3.708563229083264301e-01,-1.730228535820733382e-01,-2.433321316961394032e-01,-8.170898173548806209e-01,1.121544308184066197e-01,-1.862297738344232290e+00,4.254709873223601058e-01,-1.490840613592079977e+00,7.538500212284123814e-01
3.196271972879939360e-01,3.647281762326513022e-01,5.304611650417428992e-01,2.790510800202237185e-01,4.787285402357269737e-01,4.675351979995225893e-01,-1.238833850381562407e-01,-1.080322332888942471e-01,-5.453284368886645028e-01,-2.797789617539903628e-01,-3.708563229083264301e-01,-1.730228535820733382e-01,-2.433321316961394032e-01,1.108243781330562561e+00,1.121544308184066197e-01,7.336324423780291593e-01,-8.013664466233845207e-01,1.434804507086085090e+00,-1.150948483114922150e+00
-3.378721128711527633e-01,-3.206785161356572322e-01,-2.624595759859268962e-01,-2.258600431558922261e-01,-2.048099601435496853e-01,-2.870830163154962644e-01,-6.111990291616249404e-01,-5.235339092411073203e-01,-4.098966110934517681e-01,-6.377715136506124649e-01,-7.477206274837986388e-01,-5.779417636609054387e-01,-2.433321316961394032e-01,1.471372199122221447e-01,1.121544308184066197e-01,7.336324423780291593e-01,-8.013664466233845207e-01,-3.446220550118715698e-02,-6.016643361916536314e-02
6.845421923048300439e-01,7.386073464700813052e-01,8.412744080700920168e-01,7.839622031963401350e-01,8.195936389698371682e-01,8.448443051570319051e-01,6.411636024380019672e-01,6.175453202395966290e-01,8.078705497758986720e-01,7.941986939358763875e-01,1.124038751907711964e+00,6.281070330255088541e-01,-2.433321316961394032e-01,-1.135378353928486961e+00,1.121544308184066197e-01,-5.643326479831020093e-01,4.254709873223601058e-01,-1.490840613592079977e+00,-6.016643361916536314e-02
-1.715173883335375724e-02,6.450585579361711730e-02,8.268556462722277678e-02,-1.248778185206692870e-01,6.824377942594973823e-02,-4.101185947364049435e-03,1.626807989445108737e-02,-1.080322332888942471e-01,2.213723950924982031e-01,1.677117281167873897e-01,3.703101427567680459e-01,2.275420897217179661e-01,-2.433321316961394032e-01,6.276905006213900906e-01,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,-3.446220550118715698e-02,1.030615615876591562e+00
4.458125770054350290e-01,4.327324251851240589e-01,-2.104059403323710331e-02,2.790510800202237185e-01,-6.828309035880013311e-02,1.845533676313906024e-01,-5.445054919998378734e-02,-1.080322332888942471e-01,-7.714212369765400812e-01,-2.797789617539903628e-01,-7.477206274837986388e-01,-1.730228535820733382e-01,-2.433321316961394032e-01,4.685462323345875313e-01,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,-3.446220550118715698e-02,-1.150948483114922150e+00
-7.365350298771903281e-01,-7.228783702031668090e-01,-6.415713812308467823e-01,-6.814407692400891170e-01,-6.152947209533270456e-01,-7.587194002623831590e-01,-6.111990291616249404e-01,-6.268925350998666435e-01,-4.098966110934517681e-01,-4.587752377023012196e-01,-2.730900757792003274e-04,-1.730228535820733382e-01,-2.433321316961394032e-01,1.471372199122221447e-01,1.121544308184066197e-01,7.336324423780291593e-01,1.666741802843938025e+00,1.434804507086085090e+00,-5.974172938185638992e-01
-1.795216443447879562e-01,-2.300061841990266864e-01,-2.620943430328971369e-01,-1.753689308382807566e-01,-2.048099601435496853e-01,-1.927557395261189632e-01,-4.029005216471079898e-01,-4.201752833823479416e-01,8.594056929728546845e-02,-1.902808237798347402e-01,3.703101427567680459e-01,-1.730228535820733382e-01,-2.433321316961394032e-01,-4.956808049325130416e-01,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,-3.446220550118715698e-02,-1.150948483114922150e+00
-1.033138782004570544e+00,-1.068436856610516461e+00,-1.055380317013596470e+00,-9.843874431457589891e-01,-1.024875330307576160e+00,-1.041701230630515340e+00,-5.417661933234524385e-01,-7.302511609586260777e-01,-5.900992883912139497e-01,-5.482733756764568422e-01,-7.477206274837986388e-01,-9.828606737397374005e-01,-2.433321316961394032e-01,3.078417261234059343e-01,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,-3.446220550118715698e-02,1.299241045976290865e+00
-4.190474726985045639e-01,-3.942776863335837878e-01,-4.001523992781567673e-01,-4.278244924263389093e-01,-4.100523405484383099e-01,-3.814102931048738432e-01,-1.933162208763286871e-01,-1.080322332888942471e-01,-2.755840565858024838e-01,-1.902808237798347402e-01,-2.730900757792003274e-04,-1.730228535820733382e-01,-2.433321316961394032e-01,7.868347689081949259e-01,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,1.434804507086085090e+00,-8.741828884667430799e-01
-5.253045864465993170e-02,-7.709756335678250028e-02,-2.104059403323710331e-02,-2.389559388544592808e-02,-4.717311941893409044e-04,-4.101185947364049435e-03,8.570091573262331175e-02,1.007521909457996662e-01,4.933553179704872615e-01,2.572098660909430401e-01,3.703101427567680459e-01,2.275420897217179661e-01,1.622214211307629217e+00,-3.349762987213292242e-01,1.121544308184066197e-01,-5.643326479831020093e-01,4.254709873223601058e-01,-3.446220550118715698e-02,-6.016643361916536314e-02
-7.164474378802067056e-01,-7.172257693572445802e-01,-7.449323069382767226e-01,-6.814407692400891170e-01,-6.152947209533270456e-01,-6.643921234730058023e-01,7.105964382761742471e-01,7.209039460983559522e-01,8.985315240685611826e-01,7.047005559617207648e-01,7.471744473322402547e-01,6.281070330255088541e-01,-2.433321316961394032e-01,-6.563853111436968035e-01,1.121544308184066197e-01,-5.643326479831020093e-01,-8.013664466233845207e-01,-3.446220550118715698e-02,-5.974172938185638992e-01
-5.103020806509585457e-03,7.864488133457006938e-03,-5.573772457106705713e-02,-7.438670620305740111e-02,-1.369986009789389003e-01,-4.101185947364295765e-03,-3.334676858089355433e-01,-3.168166575235885074e-01,-4.546674625960012150e-01,-4.587752377023012196e-01,-3.708563229083264301e-01,-1.730228535820733382e-01,-2.433321316961394032e-01,-9.762340856416832358e-01,-1.177621523593295860e+00,-5.643326479831020093e-01,-2.028203880569129591e+00,-7.626514095466341292e-01,1.030615615876591562e+00
-8.337977305731865130e-01,-8.418137063694086653e-01,-7.792642045230766534e-01,-7.824229938753124447e-01,-7.518215907380767504e-01,-8.530466770517605157e-01,-7.500647008379696112e-01,-7.302511609586260777e-01,-5.900992883912139497e-01,-7.272696516247680876e-01,-3.708563229083264301e-01,-9.828606737397374005e-01,1.622214211307629217e+00,-3.349762987213292242e-01,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,-3.446220550118715698e-02,-5.974172938185638992e-01
6.226486184917746636e-01,5.063315953830512806e-01,2.890421830890528843e-01,4.810155292906704294e-01,2.734861598308383490e-01,3.732079212101452881e-01,4.328650949234849055e-01,4.108280685220778161e-01,-2.755840565858029279e-01,5.257042800134099636e-01,-3.708563229083264301e-01,2.275420897217179661e-01,-2.433321316961394032e-01,1.108243781330562561e+00,1.401930385230109044e+00,7.336324423780291593e-01,4.254709873223601058e-01,1.434804507086085090e+00,-1.956824773414020058e+00
-1.996188292701366884e-01,-3.150259152897348924e-01,-3.658205016933567810e-01,-2.763511554735040843e-01,-4.100523405484384765e-01,-3.814102931048736211e-01,-8.889303725143142820e-01,-1.044461383569254442e+00,-6.807602626838772375e-01,-9.957640655472346225e-01,-1.124584932059270237e+00,-9.828606737397374005e-01,-2.108878474699911187e+00,-1.938900884984404716e+00,-2.467397478004997424e+00,-1.862297738344232290e+00,-2.028203880569129591e+00,-2.225473969885716663e+00,2.105117336275388329e+00
-4.415524826435492378e-01,-4.283086506100545754e-01,-3.658205016933567810e-01,-4.278244924263389093e-01,-4.100523405484384765e-01,-3.814102931048736211e-01,-6.111990291616249404e-01,-6.268925350998666435e-01,-7.255311141864266844e-01,-8.167677895989237102e-01,-1.124584932059270237e+00,-9.828606737397374005e-01,3.487760554311400973e+00,1.751061806175297608e+00,1.121544308184066197e-01,7.336324423780291593e-01,4.254709873223601058e-01,1.434804507086085090e+00,1.030615615876591562e+00
